year,semester,Department,Subject,Course,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
2016,spring,Modern Languages and Cultures,KOREAN,2,CHA J,24,7,3,,1,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,KOREAN,2,CHA J,32,,1,,1,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,KOREAN,4,CHA J,20,,2,,3,,1,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,LING    ,1,HARCLERODE J E,19,16,1,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,LING    ,1,GRAMA J,18,11,5,2,4,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,LING    ,1,GRAMA J,8,4,4,,12,,,1,1,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,PERSIN,2,POURZANGIABADI B,12,2,,,2,,,,1,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,PORTGS,1,WILLIAMS AM L,9,3,,,1,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,RUSS,2,BAUCKUS S J,24,4,,,1,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,RUSS,8,MUNIZ GRACIA A,8,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,MIZUKI A H,5,6,3,3,1,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,TRIVES T,2,10,6,2,2,,1,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,TRIVES T,1,6,5,2,1,,,,1,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,BARRIODEMENDOZA M,10,7,4,1,2,,,,1,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,ZARATE S,2,,,,3,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,ERICKSON M P,8,4,4,1,,,,,2,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,BUZATU A,5,8,3,4,1,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,ERICKSON M P,4,5,4,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,ERICKSON M P,5,,2,2,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,1,QUINONES H C,7,,4,,4,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,2,CANDELARIA C,6,,3,2,2,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,2,SCHAFFER S C,3,3,3,,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,2,MELENDEZ-BALLES N,12,12,3,,,,,,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,2,KIM YUNSOOK,9,6,3,,4,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,3,ZAMUDIO BROOKS M G,4,5,4,3,2,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,3,NDOLEY M N,9,7,6,,2,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,4,FIGUEROA A B,9,6,,1,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,8,MUNIZ GRACIA A,8,,1,,1,,1,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,9,APARICIO M A,4,3,,,1,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,11,ANDERSON R A,12,5,3,2,2,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,11,AREVALO L H,4,6,6,,4,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,11,ANDERSON R A,4,7,2,1,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,31A,MIZUKI A H,,2,2,2,5,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,31A,MUNIZ GRACIA A,5,3,4,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,SPAN,31A,TRIVES T,5,2,5,1,1,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,DRISCOLL B S,3,3,5,,1,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,YOUNG A L,6,8,3,2,1,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,TAKESUE S A,6,3,2,3,8,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,CHOU L,31,,2,1,4,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,ZUSMAN S P,11,2,1,,3,,,,1,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,TITMUS J G,32,4,2,,2,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,ZUSMAN S P,11,3,3,1,1,,,,1,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Modern Languages and Cultures,MUSIC,1,TITMUS J G,29,6,2,,2,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,1,MORA R K,24,12,4,1,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,1,HOLT D K,3,,4,,1,,,1,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,1,MORA R K,20,8,5,7,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,1,HOLT D K,4,2,,1,2,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,2,DRISCOLL B S,4,9,5,3,3,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,2,DRISCOLL B S,5,7,7,5,1,,1,1,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,3,GOODMAN D B,2,10,3,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,4,GOODMAN D B,3,2,4,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,6,DRISCOLL B S,9,7,4,3,3,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,6,DRISCOLL B S,9,8,3,6,2,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,7,GOODMAN D B,6,6,2,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,8,GOODMAN D B,2,4,3,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,24,MARTIN J M,11,3,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,31,ZUSMAN S P,8,2,1,,3,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,BERGMAN J F,14,3,1,2,6,,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,MARTIN J M,26,1,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,MARTIN J M,17,6,4,2,1,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,YOUNG A L,7,8,4,2,3,,,,1,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,HOLT D K,8,2,5,1,3,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,TRABOLD W E,8,3,2,1,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,GOODMAN D B,3,,3,,5,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,BERGMAN J F,9,8,4,2,5,,1,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,ALVISO J R,6,2,1,1,4,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,TRABOLD W E,12,3,,1,2,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,BERGMAN J F,9,7,4,1,7,,3,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,YOUNG A L,10,9,3,,3,,,,1,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,32,TRABOLD W E,10,4,,2,1,,,,1,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,FIDDMONT F K,30,2,2,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,PILLICH G S,7,8,3,3,12,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,FIDDMONT F K,57,31,7,1,8,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,ONEAL K A,40,1,,,4,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,TERRY L,11,6,2,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,ONEAL K A,44,,,1,,,,,1,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,ONEAL K A,47,,,1,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,TERRY L,5,4,4,3,3,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,33,TERRY L,9,,1,,4,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,36,CHEESMAN J M,27,5,1,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,36,PARNELL D J,8,4,2,,8,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,37,ALVISO J R,5,6,6,3,3,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,40,GORDON G R,15,1,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,45,CHAPMAN K R,5,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50A,DE STEFANO J D,13,5,1,1,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50A,DE STEFANO J D,19,2,,,,,,,1,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50A,OLIVER G A,10,3,1,,5,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50A,DE STEFANO J D,8,7,3,1,3,,1,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50A,DE STEFANO J D,13,3,,2,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50B,DE STEFANO J D,15,2,1,2,3,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50B,PARNELL D J,24,1,,,4,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,50B,OLIVER G A,9,4,,,4,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,52,GRAY G L,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,53,LOCH A J,21,,,,1,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,53,PREPONIS A,19,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,55,HULS J J,11,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,57,PARNELL D J,12,,,,1,,,,1,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,59,DRISCOLL B S,17,,2,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,KOZLOVA YU V,6,3,1,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,GLIADKOVSKAYA E,5,1,1,,5,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,GLIADKOVSKAYA E,8,2,2,,2,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,KIM J,9,3,,,2,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,CHOU L,8,1,,1,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,STERLING J,6,2,4,1,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,SCHREINER G,11,1,1,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,CHOU L,13,,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60A,SCHREINER G,9,,,1,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60B,STERLING J,4,5,,,1,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60B,KIM J,8,,,2,3,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60B,KOZLOVA YU V,8,1,6,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60B,GLIADKOVSKAYA E,8,4,1,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60C,CAMPBELL B P,8,2,1,,2,,1,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,60C,CAMPBELL B P,10,5,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,64,KOZLOVA YU V,15,1,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,65B,AGUIAR J A,12,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,66,TAKESUE S A,4,,1,2,2,,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,70B,SANDERSON A,6,4,1,,1,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,70C,SANDERSON A,2,1,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,71,MORA R K,7,3,1,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,72,MORA R K,6,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,73A,SMITH ME M,10,,1,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,73B,SMITH ME M,1,2,,3,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,74,MARTIN J M,17,,1,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,76,MORA R K,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,77,MC KEOWN K O,13,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,78,WHALEY T L,23,1,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,78,FIDDMONT F K,14,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,79A,FIDDMONT F K,15,1,3,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84A,CHEESMAN J M,8,2,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84A,HARMON J M,15,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84A,SCHULMAN J,13,,,2,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84A,CARTER T M,28,1,,,1,,1,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84A,CHEESMAN J M,11,4,4,,1,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84B,HARMON J M,14,1,,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84B,HARRIS M S,17,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84B,HARMON J M,17,1,,,,,,,1,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,84C,CARTER T M,17,,2,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,87A,SCHULMAN J,8,3,2,1,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,88A,KOZLOVA YU V,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,92,DRISCOLL B S,28,2,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Music,MUSIC,94,DRISCOLL B S,23,4,3,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,CHAN A K-C,7,7,7,10,8,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GARCIA C P,8,8,7,,15,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,CHAN A K-C,20,9,9,16,24,,1,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GARCIA C P,9,6,7,4,12,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,LEE SAM,15,7,2,3,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,SAXTON J,14,,12,5,6,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,CHAN A K-C,9,18,11,15,22,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,ABDEL-RAHMAN A A,26,24,15,9,14,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GILL H S,14,4,8,1,3,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GARCIA C P,16,,5,,14,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GILL H S,27,5,5,1,5,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,SU B C,24,7,7,2,1,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GARCIA C P,15,5,3,1,15,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,KESKINEL M,27,12,1,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GILL H S,14,5,5,2,4,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,GILL H S,14,4,6,1,4,,,1,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,1,CARTER T D,48,15,9,2,7,,,1,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,TERZYAN A,13,12,9,3,3,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,GILL H S,7,8,11,3,7,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,GARCIA C P,6,1,5,2,30,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,GILL H S,24,22,33,10,19,,1,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,ABDEL-RAHMAN A A,7,12,11,2,3,,,1,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,LEE SAM,14,7,4,1,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,CHAN A K-C,10,16,8,14,9,,,1,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,CHAN A K-C,9,15,5,13,13,,,,1,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,GARCIA C P,11,7,5,,12,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,KESKINEL M,24,10,3,1,,,2,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,GARCIA C P,11,6,2,3,10,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,BROWN B C,19,,9,1,3,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,BROWN B C,8,10,5,6,2,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,KESKINEL M,21,11,3,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,BROWN B C,19,12,4,,5,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,SU B C,32,4,,,2,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,SU B C,20,3,5,,2,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,2,CARTER T D,46,17,13,1,4,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,5,RABACH E R,5,3,5,2,1,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,5,BERMAN DIANNE R,6,5,3,1,2,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,5,RABACH E R,16,4,2,2,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,15,RABACH E R,12,5,8,1,5,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,15,RABACH E R,7,12,7,1,3,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ECON,15,MOORE D W,10,,4,,1,,,,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",ENVRN,20,KATHERINE A L,18,7,2,,1,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",GLOBAL,5,RABACH E R,4,2,2,1,3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",GLOBAL,5,BERMAN DIANNE R,2,7,3,2,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",GLOBAL,5,RABACH E R,4,4,3,2,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",GLOBAL,10,D DEL PICCOLO G L,10,19,9,2,2,,1,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,"Philosophy and Social Sciences",GLOBAL,95,D DEL PICCOLO G L,,,,,,,,1,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
